web-scraper-order,web-scraper-start-url,pages,links,links-href,title,description ,application open date,application closed date
1665477804-595,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Webuild Civil & Structural Engineering Scholarship,https://scholarships.unimelb.edu.au/awards/webuild-civil-and-structural-engineering-scholarship,Webuild Civil & Structural Engineering Scholarship,"Webuild is a global construction company building large works and complex infrastructure for the sustainable mobility, hydroelectric energy, water, green buildings and tunnelling sectors. This award has been established by Webuild to support outstanding coursework students commencing a Master of Engineering in a civil or structural discipline.",3-Aug-20,26-Aug-20
1665477807-596,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Daniel and Margaret O'Connor Scholarship at Newman College,https://scholarships.unimelb.edu.au/awards/the-daniel-and-margaret-oconnor-scholarship,Daniel and Margaret O'Connor Scholarship at Newman College,"Supporting a Newman resident proceeding on to a higher degree in the School of Health Sciences, this scholarship offers College fee remission up to $5,000. It was established by former Collegian, Dr Daniel O'Connor.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665477811-597,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Meredith McComas Scholarship at University College,https://scholarships.unimelb.edu.au/awards/meredith-mccomas-scholarship-at-university-college,Meredith McComas Scholarship at University College,This scholarship supports continuing domestic students residing at University College based on academic results.,19-Aug-19,31-Jan-20
1665477815-598,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,J W Whyte Scholarship at Queen's College,https://scholarships.unimelb.edu.au/awards/j-w-whyte-scholarship-at-queens-college,J W Whyte Scholarship at Queen's College,This scholarship provides remission of up to 10 per cent off the annual fee for residency at Queen's College to continuing undergraduates demonstrating leadership.,No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665477817-599,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Melbourne Access Scholarship - Women into Engineering,https://scholarships.unimelb.edu.au/awards/melbourne-access-scholarship-women-into-engineering,Melbourne Access Scholarship - Women into Engineering,"This scholarship was established in 2018 with 
various donations and is available to female undergraduate students who intend to become professionally qualified engineers and are experiencing disadvantaged circumstances.",3-Aug-20,30-Sep-20
1665477822-600,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Sir Thomas Peel Dunhill Research Scholarship,https://scholarships.unimelb.edu.au/awards/the-sir-thomas-peel-dunhill-research-scholarship,Sir Thomas Peel Dunhill Research Scholarship,"Established with a bequest by the late Sir Thomas Peel Dunhill, a surgeon who studied at the University, this scholarship for up to $1,000 is awarded to domestic students undertaking a graduate research degree in the Faculty of Medicine, Dentistry and Health Sciences.",No application is required. You will be automatically considered for this award.,"Annual payment

        Full benefit details"
1665477826-601,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Elizabeth Mary Sweet Scholarship in Medicine,https://scholarships.unimelb.edu.au/awards/the-elizabeth-mary-sweet-scholarship-in-medicine,Elizabeth Mary Sweet Scholarship in Medicine,"This scholarship supports a graduate researcher with an allowance of approximately $9,000 for one year. It was established with a bequest from Dr Georgina Sweet, a former Associate Professor of Zoology at the University.",No application is required. You will be automatically considered for this award.,"General allowance

        Full benefit details"
1665477829-602,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,"GCCMC Research and Graduate Studies Scheme, School of Historical and Philosophical Studies",https://scholarships.unimelb.edu.au/awards/gccmc-research-and-graduate-studies-scheme,"GCCMC Research and Graduate Studies Scheme, School of Historical and Philosophical Studies","The SHAPS' Research and Graduate Studies Scheme (RAGS) assists GCCMC Masters by Coursework candidates with the School to enrich their research and candidature. The scheme allows students to apply for assistance more than once per year, but will not be awarded more than the below amounts across the duration of their candidature. Amounts previously awarded under this fund will be taken into account.",Applications are currently closed,"Application required
            
How to apply"
1665477832-603,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,St Hilda's College Helen and Val Brown Bursary,https://scholarships.unimelb.edu.au/awards/st-hildas-college-helen-and-val-brown-bursary,St Hilda's College Helen and Val Brown Bursary,"This scholarship is awarded to a first year female student, taking into account financial need and Christian faith.
Applications will be called for during Semester one.
A written application is required.",1-Aug-20,25-Nov-20
1665477834-604,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Andrew Kirby Award for Research Excellence,https://scholarships.unimelb.edu.au/awards/andrew-kirby-award-for-research-excellence,Andrew Kirby Award for Research Excellence,"This scholarship is awarded to a recently enrolled Doctor of Philosophy Science School of Chemistry student, who in the previous year completed research in a branch of study related to Chemistry, as part of a Bachelor of Science (Honours), Post Graduate Diploma in Science (Chemistry), Master of Science (Chemistry) or Master of Philosophy Science (Chemistry).",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665477837-605,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Dan Morrison Scholarship for Music Therapy,https://scholarships.unimelb.edu.au/awards/dan-morrison-scholarship-for-music-therapy,Dan Morrison Scholarship for Music Therapy,Awarded to an incoming Master of Music Therapy student who is experiencing disadvantaged circumstances.,No application is required. You will be automatically considered for this award.,"General allowance

        Full benefit details"
1665477840-606,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Deborah Seifert Scholarship at University College,https://scholarships.unimelb.edu.au/awards/deborah-seifert-scholarship-at-university-college,Deborah Seifert Scholarship at University College,This scholarship is awarded on academic merit to continuing students from rural Australia residing at University College.,19-Aug-19,31-Jan-20
1665477843-607,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Fellows' Scholarship at Queen's College (Undergraduate),https://scholarships.unimelb.edu.au/awards/fellows-scholarship-at-queens-college-undergraduate,Fellows' Scholarship at Queen's College (Undergraduate),"This scholarship, instituted by the Fellows of the College, provides remission  of up to 20% off the annual fee for residency at Queen's College to continuing undergraduate students making an outstanding contribution to the College
through their studies and involvement in College life. It is usually given to the 2nd or 3rd year student with the highest WAM.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665477846-608,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Alan Mulally Leadership in Engineering Scholarship,https://scholarships.unimelb.edu.au/awards/alan-mulally-leadership-in-engineering-scholarship,Alan Mulally Leadership in Engineering Scholarship,"This award recognises an outstanding coursework student commencing the Master of Engineering in an automotive-related major.
On July 1, 2014, Alan Mulally stepped down as President and Chief Executive Officer of Ford Motor Company. To honour his outstanding service, Ford established a new global scholarship program – The Alan Mulally Leadership in Engineering Scholarship. The program will support the awarding of ten US $10,000 scholarships to outstanding engineering students at ten premiere partner universities around the globe – one scholarship winner per school.",10-Aug-20,6-Sep-20
1665477849-609,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Athenaeum Club Visual Arts Research Award,https://scholarships.unimelb.edu.au/awards/athenaeum-club-visual-arts-research-award,Athenaeum Club Visual Arts Research Award,This scholarship is for graduating postgraduate students specialising in art.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
