web-scraper-order,web-scraper-start-url,links,links-href,title,description ,application status 
1665919287-24,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"The Victorian Bar Foundation Scholarship

				
			
		
			
This scholarship is to provide financial support to academically bright Bachelor of Laws (LLB) or…			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: $6000
                    Number offered:  One scholarship per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fthe-victorian-bar-foundation-scholarship-6157%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fthe-victorian-bar-foundation-scholarship-6157%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=f5Ps5oA2snjSTzsq%2Bd3zAg&profile=_default&rank=202&query=%21padrenull,The Victorian Bar Foundation Scholarship,This scholarship is to provide financial support to academically bright Bachelor of Laws (LLB) or Juris Doctor (JD) students from disadvantaged backgrounds to enable them to reach their full potential.,30 May - 8 July 2022
1665919294-25,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"The Pinnacle Science Scholarship

				
			
		
			
The Pinnacle Science Scholarship be introduced to empower intellectually gifted students to develop …			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: $62,000
                    Number offered:  Two scholarships",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fthe-pinnacle-science-scholarship-6143%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fthe-pinnacle-science-scholarship-6143%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=iUCVAFSYZHrUSm7ygBhQ9A&profile=_default&rank=201&query=%21padrenull,The Pinnacle Science Scholarship,The Pinnacle Science Scholarship be introduced to empower intellectually gifted students to develop as future leaders with the capacity to have a positive impact in society through science and innovation.,No application required
1665919304-26,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"The Imagine Scholarship

				
			
		
			
The Imagine Scholarship has been established to recognise the generous philanthropic support…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $40,000
                    Number offered:  Two scholarships",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fthe-imagine-scholarship-6169%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fthe-imagine-scholarship-6169%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=bgVignDmHLuo0BE7AXjqRg&profile=_default&rank=200&query=%21padrenull,The Imagine Scholarship,The Imagine Scholarship has been established to recognise the generous philanthropic support provided by Dr Colin White to Monash University.,See how to apply
1665919309-27,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"The Broadspectrum Scholarship for Women in Information Technology

				
			
		
			
Broadspectrum provides innovative solutions to clients across the Defence, Property, Social,…			
            
            
	    
        
            
                    Total scholarship value: $10,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbroadspectrum-scholarship-for-women-in-it-6083%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbroadspectrum-scholarship-for-women-in-it-6083%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=ncwxEN2gfHidzqJVPzjgyg&profile=_default&rank=199&query=%21padrenull,The Broadspectrum Scholarship for Women in Information Technology,"Broadspectrum provides innovative solutions to clients across the Defence, Property, Social, Infrastructure, Resources and Industrial sectors. Broadspectrum supports diversity in its business, encouraging personal career growth in their people and make it a priority to integrate their business aims with social value in everything they do. To celebrate their core values of integrity, collaboration, challenge and ingenuity, the Donor will support a scholarship in the Faculty of Informational Technology for a high achieving female final year Masters student.","$10,000"
1665919314-28,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Tess Hill and Bill Hawtin Jazz Music Travel Grant

				
			
		
			
This scholarship is awarded to low income students who are enrolled in music performance in an…			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: $6000
                    Number offered:  2-3 per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Ftess-hill-and-bill-hawtin-jazz-music-travel-grant-6123%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Ftess-hill-and-bill-hawtin-jazz-music-travel-grant-6123%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=RJkhChejkVfDvVkD0l5cPg&profile=_default&rank=198&query=%21padrenull,Tess Hill and Bill Hawtin Jazz Music Travel Grant,"This scholarship is awarded to low income students who are enrolled in music performance in an undergraduate degree in the Sir Zelman Cowen School of Music and Performance, specialising in Jazz, and have elected to participate in the New York or Prato music tour.",30 May  - 8 July 2022
1665919318-29,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Tess Hill and Bill Hawtin Jazz Music Scholarship

				
			
		
			
This scholarship was created through a bequest from Tess Hill and Bill Hawtin to financially…			
            
            
	    
        
            
                    Applications:  1 Aug - 7 Oct 2022
                    Total scholarship value: $24,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Ftess-hill-and-bill-hawtin-jazz-music-scholarship-6122%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Ftess-hill-and-bill-hawtin-jazz-music-scholarship-6122%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=u2hfQubMTRjGCQ0Mn4Ac%2Bg&profile=_default&rank=197&query=%21padrenull,Tess Hill and Bill Hawtin Jazz Music Scholarship,"This scholarship was created through a bequest from Tess Hill and Bill Hawtin to financially support music students to further their careers. The scholarship is available to commencing low income students undertaking undergraduate degrees in music performance in the Sir Zelman Cowen School of Music and Performance, specialising in Jazz.",1 Aug - 7 Oct 2022
1665919322-30,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Tess Hill and Bill Hawtin Fine Art Scholarship

				
			
		
			
This scholarship is awarded to students on low income, who have not previously completed tertiary…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $20,000
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Ftess-hill-and-bill-hawtin-fine-art-scholarship-6130A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Ftess-hill-and-bill-hawtin-fine-art-scholarship-6130A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=eJBbmXShXnwxOQ%2F69jRbnA&profile=_default&rank=196&query=%21padrenull,Tess Hill and Bill Hawtin Fine Art Scholarship,"This scholarship is awarded to students on low income, who have not previously completed tertiary study, to provide them with the opportunity to travel as part of their Fine Arts degree.",see how to apply
1665919326-31,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Team Monash Elite Student Performer Grant

				
			
		
			
The Team Monash Elite Student Performer Grant is designed to support talented students studying at…			
            
            
	    
        
            
                    Total scholarship value: Variable
                    Number offered:  Variable depending on funding",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fteam-monash-elite-student-performer-grant-5609%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fteam-monash-elite-student-performer-grant-5609%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=H7yT5ojZVYNHnpgMVvr%2Fpw&profile=_default&rank=195&query=%21padrenull,Team Monash Elite Student Performer Grant,"The Team Monash Elite Student Performer Grant is designed to support talented students studying at Monash to represent the University in the areas of Sport, Performing Arts and related disciplines. This grant aims to assist students who perform at a National level or higher. Students must represent the University in a Monash Club/Society or at the Inter-University (Varsity) competitions and activities.",Variable
1665919331-32,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Susan Campbell Equity Scholarship

				
			
		
			
Susan Campbell joined Monash in 1980 and quickly became one of the law faculty’s most respected and …			
            
            
	    
        
            
                    Applications:  1 Aug - 7 Oct 2022
                    Total scholarship value: $6000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fsusan-campbell-equity-scholarship-5752%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fsusan-campbell-equity-scholarship-5752%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=0FyQIerfXqq13nvx3QJEOw&profile=_default&rank=194&query=%21padrenull,Susan Campbell Equity Scholarship,"Susan Campbell joined Monash in 1980 and quickly became one of the law faculty’s most respected and loved teachers. Throughout her career, she strived to increase the access of students from disadvantaged backgrounds to a legal education.",1 Aug - 7 Oct 2022
1665919336-33,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Stan Robson Pharmacy Equity Scholarship

				
			
		
			
This $6000-a-year scholarship is awarded every year to a commencing or continuing student in the…			
            
            
	    
        
            
                    Applications:  1 Aug - 7 Oct 2022
                    Total scholarship value: Up to $24,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fstan-robson-rural-pharmacy-equity-scholarship-5626%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fstan-robson-rural-pharmacy-equity-scholarship-5626%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=1Se6vMbKQsVnsWTQpWZgig&profile=_default&rank=193&query=%21padrenull,Stan Robson Pharmacy Equity Scholarship,"This $6000-a-year scholarship is awarded every year to a commencing or continuing student in the Bachelor of Pharmacy (Honours)/Master of Pharmacy degree. The scholarship will be awarded on the basis of academic achievement, personal circumstances, low income and leadership potential",1 Aug - 7 Oct 2022
1665919340-34,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Southcity GP Services Scholars Grant

				
			
		
			
This grant has been introduced to inspire undergraduate MBBS students from Victoria who aspire to…			
            
            
	    
        
            
                    Total scholarship value: Up to $15,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fsouthcity-gp-services-scholars-grant-5781%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fsouthcity-gp-services-scholars-grant-5781%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=G4nlCBNpplTO94ET4uCiXw&profile=_default&rank=192&query=%21padrenull,Southcity GP Services Scholars Grant,This grant has been introduced to inspire undergraduate MBBS students from Victoria who aspire to give back to the community through general practice.,"Up to $15,000"
